genome_id	genome_name	taxon_id	antibiotic	resistant_phenotype	measurement	measurement_sign	measurement_value	measurement_unit	laboratory_typing_method	laboratory_typing_method_version	laboratory_typing_platform	vendor	testing_standard	testing_standard_year	source
573.13495	Klebsiella pneumoniae KPN1567ec	573	amikacin	Susceptible	16		16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	ampicillin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	ampicillin_sulbactam	Resistant	>16/8	>	16/8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	aztreonam	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	cefazolin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	cefepime	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	cefoxitin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	ceftazidime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	ceftriaxone	Resistant	>32	>	32	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	cefuroxime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	ciprofloxacin	Resistant	>2	>	2	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	gentamicin	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	imipenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	levofloxacin	Resistant	>4	>	4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	meropenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	nitrofurantoin	Resistant	>64	>	64	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	piperacillin_tazobactam	Resistant	>64/4	>	64/4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	tetracycline	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	tobramycin	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13495	Klebsiella pneumoniae KPN1567ec	573	trimethoprim_sulfamethoxazole	Resistant	>2/38	>	2/38	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	amikacin	Susceptible	<=8	<=	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	ampicillin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	ampicillin_sulbactam	Resistant	>16/8	>	16/8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	aztreonam	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	cefazolin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	cefepime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	cefoxitin	Susceptible	<=4	<=	4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	ceftazidime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	ceftriaxone	Resistant	>32	>	32	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	cefuroxime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	ciprofloxacin	Resistant	>2	>	2	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	gentamicin	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	imipenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	levofloxacin	Resistant	>4	>	4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	meropenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	piperacillin_tazobactam	Intermediate	64/4		64/4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	tetracycline	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	tobramycin	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13496	Klebsiella pneumoniae KPN1568ec	573	trimethoprim_sulfamethoxazole	Resistant	>2/38	>	2/38	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	amikacin	Susceptible	<=8	<=	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	ampicillin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	ampicillin_sulbactam	Resistant	>16/8	>	16/8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	aztreonam	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	cefazolin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	cefepime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	cefoxitin	Susceptible	<=4	<=	4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	ceftazidime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	ceftriaxone	Resistant	>32	>	32	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	cefuroxime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	ciprofloxacin	Resistant	>2	>	2	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	gentamicin	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	imipenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	levofloxacin	Resistant	>4	>	4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	meropenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	piperacillin_tazobactam	Resistant	>64/4	>	64/4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	tetracycline	Susceptible	4		4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	tobramycin	Intermediate	8		8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13497	Klebsiella pneumoniae KPN1569ec	573	trimethoprim_sulfamethoxazole	Susceptible	<=0.5/9	<=	0.5/9	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	amikacin	Susceptible	<=8	<=	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	ampicillin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	ampicillin_sulbactam	Resistant	>16/8	>	16/8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	aztreonam	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	cefazolin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	cefepime	Intermediate	4		4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	cefoxitin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	ceftazidime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	ceftriaxone	Resistant	32		32	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	cefuroxime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	ciprofloxacin	Susceptible	<=0.5	<=	0.5	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	gentamicin	Susceptible	<=2	<=	2	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	imipenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	levofloxacin	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	meropenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	piperacillin_tazobactam	Resistant	>64/4	>	64/4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	tetracycline	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	tobramycin	Susceptible	<=2	<=	2	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13498	Klebsiella pneumoniae KPN1570ec	573	trimethoprim_sulfamethoxazole	Susceptible	<=0.5/9	<=	0.5/9	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	amikacin	Susceptible	<=8	<=	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	ampicillin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	ampicillin_sulbactam	Resistant	>16/8	>	16/8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	aztreonam	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	cefazolin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	cefepime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	cefoxitin	Susceptible	<=4	<=	4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	ceftazidime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	ceftriaxone	Resistant	>32	>	32	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	cefuroxime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	ciprofloxacin	Resistant	>2	>	2	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	gentamicin	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	imipenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	levofloxacin	Resistant	>4	>	4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	meropenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	nitrofurantoin	Resistant	>64	>	64	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	piperacillin_tazobactam	Resistant	>64/4	>	64/4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	tetracycline	Susceptible	4		4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	tobramycin	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13499	Klebsiella pneumoniae KPN1571ec	573	trimethoprim_sulfamethoxazole	Resistant	>2/38	>	2/38	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	amikacin	Susceptible	<=8	<=	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	ampicillin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	ampicillin_sulbactam	Resistant	>16/8	>	16/8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	aztreonam	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	cefazolin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	cefepime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	cefoxitin	Susceptible	<=4	<=	4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	ceftazidime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	ceftriaxone	Resistant	>32	>	32	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	cefuroxime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	ciprofloxacin	Resistant	>2	>	2	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	gentamicin	Susceptible	<=2	<=	2	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	imipenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	levofloxacin	Resistant	>4	>	4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	meropenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	nitrofurantoin	Intermediate	64		64	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	piperacillin_tazobactam	Susceptible	16/4		16/4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	tetracycline	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	tobramycin	Intermediate	8		8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13500	Klebsiella pneumoniae KPN1572ec	573	trimethoprim_sulfamethoxazole	Resistant	>2/38	>	2/38	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	amikacin	Susceptible	<=8	<=	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	ampicillin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	ampicillin_sulbactam	Intermediate	16/8		16/8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	aztreonam	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	cefazolin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	cefepime	Susceptible	2		2	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	cefoxitin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	ceftazidime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	ceftriaxone	Resistant	16		16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	cefuroxime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	ciprofloxacin	Susceptible	1		1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	gentamicin	Susceptible	<=2	<=	2	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	imipenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	levofloxacin	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	meropenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	piperacillin_tazobactam	Susceptible	16/4		16/4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	tetracycline	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	tobramycin	Susceptible	<=2	<=	2	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13501	Klebsiella pneumoniae KPN1573ec	573	trimethoprim_sulfamethoxazole	Resistant	>2/38	>	2/38	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	amikacin	Intermediate	32		32	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	ampicillin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	ampicillin_sulbactam	Intermediate	16/8		16/8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	aztreonam	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	cefazolin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	cefepime	Intermediate	4		4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	cefoxitin	Susceptible	8		8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	ceftazidime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	ceftriaxone	Resistant	>32	>	32	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	cefuroxime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	ciprofloxacin	Resistant	>2	>	2	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	gentamicin	Susceptible	4		4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	imipenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	levofloxacin	Resistant	>4	>	4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	meropenem	Susceptible	<=1	<=	1	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	nitrofurantoin	Resistant	>64	>	64	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	piperacillin_tazobactam	Susceptible	16/4		16/4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	tetracycline	Susceptible	4		4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	tobramycin	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13502	Klebsiella pneumoniae KPN1575ec	573	trimethoprim_sulfamethoxazole	Resistant	>2/38	>	2/38	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	amikacin	Intermediate	32		32	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	ampicillin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	ampicillin_sulbactam	Resistant	>16/8	>	16/8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	aztreonam	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	cefazolin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	cefepime	Resistant	16		16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	cefoxitin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	ceftazidime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	ceftriaxone	Resistant	>32	>	32	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	cefuroxime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	ciprofloxacin	Resistant	>2	>	2	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	gentamicin	Susceptible	<=2	<=	2	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	imipenem	Resistant	8		8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	levofloxacin	Resistant	>4	>	4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	meropenem	Resistant	8		8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	piperacillin_tazobactam	Resistant	>64/4	>	64/4	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	tetracycline	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	tobramycin	Resistant	>8	>	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13503	Klebsiella pneumoniae KPN1577ec	573	trimethoprim_sulfamethoxazole	Resistant	>2/38	>	2/38	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13504	Klebsiella pneumoniae KPN1578ec	573	amikacin	Susceptible	<=8	<=	8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13504	Klebsiella pneumoniae KPN1578ec	573	ampicillin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13504	Klebsiella pneumoniae KPN1578ec	573	ampicillin_sulbactam	Resistant	>16/8	>	16/8	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13504	Klebsiella pneumoniae KPN1578ec	573	aztreonam	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13504	Klebsiella pneumoniae KPN1578ec	573	cefazolin	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
573.13504	Klebsiella pneumoniae KPN1578ec	573	cefepime	Resistant	>16	>	16	mg/L	Broth dilution		BD Phoenix		CLSI	2017	
